English,Hindi,Romanized_Hindi,Telugu
"She had always harbored a secret jealousy for Youtubers, even those who appeared outwardly dumb and were often mocked on Twitter.","वह हमेशा यूट्यूबर्स से गुप्त रूप से जलती थी, यहाँ तक कि उनसे भी जो बाहर से मूर्ख लगते थे और अक्सर ट्विटर पर मज़ाक उड़ाया जाता था।","Vah hamesha Youtubers se gupt roop se jalti thi, yahan tak ki unse bhi jo bahar se moorkh lagte the aur aksar Twitter par mazak udaya jata tha.","ఆమె ఎప్పుడూ యూట్యూబర్‌ల పట్ల రహస్య అసూయను కలిగి ఉండేది, పైకి తెలివితక్కువగా కనిపించే మరియు తరచుగా ట్విట్టర్‌లో ఎగతాళి చేయబడే వారి పట్ల కూడా."
It makes me forget all my problems.,यह मुझे मेरी सारी परेशानियाँ भुला देता है।,Yeh mujhe meri saari pareshaniyan bhula deta hai.,ఇది నా సమస్యలన్నింటినీ మర్చిపోయేలా చేస్తుంది.
He bonded with his father over music.,संगीत के माध्यम से उसका अपने पिता के साथ रिश्ता गहरा हुआ।,Sangeet ke madhyam se uska apne pita ke saath rishta gehra hua.,సంగీతం ద్వారా అతను తన తండ్రితో మంచి అనుబంధాన్ని ఏర్పరచుకున్నాడు.
"She paid over a thousand dollars a month for her tiny studio apartment, which did not have a dishwasher or consistent heating.","वह अपने छोटे से स्टूडियो अपार्टमेंट के लिए महीने के एक हजार डॉलर से अधिक देती थी, जिसमें न तो डिशवॉशर था और न ही ठीक से हीटिंग की सुविधा।","Vah apne chhote se studio apartment ke liye mahine ke ek hazaar dollar se adhik deti thi, jisme na toh dishwasher tha aur na hi theek se heating ki suvidha.","ఆమె తన చిన్న స్టూడియో అపార్ట్‌మెంట్ కోసం నెలకు వెయ్యి డాలర్లకు పైగా చెల్లించేది, అందులో డిష్‌వాషర్ లేదా సరైన హీటింగ్ సౌకర్యం లేదు."
There is a lot of crime in big cities.,बड़े शहरों में बहुत अपराध होता है।,Bade shahron mein bahut apradh hota hai.,పెద్ద నగరాల్లో నేరాలు ఎక్కువగా ఉంటాయి.
"With these headphones, I can't hear anything.","इन हेडफ़ोन के साथ, मुझे कुछ भी सुनाई नहीं देता।","In headphones ke saath, mujhe kuch bhi sunai nahi deta.","ఈ హెడ్‌ఫోన్‌లతో, నాకు ఏమీ వినిపించడం లేదు."
"She wanted her grandmother's old bike, but the tires were worn out and she couldn't find a shop that could replace them.","उसे अपनी दादी की पुरानी साइकिल चाहिए थी, लेकिन टायर घिस चुके थे और उसे ऐसी कोई दुकान नहीं मिली जो उन्हें बदल सके।","Use apni dadi ki purani cycle chahiye thi, lekin tyre ghis chuke the aur use aisi koi dukan nahi mili jo unhe badal sake.","ఆమెకు తన అమ్మమ్మ పాత సైకిల్ కావాలి, కానీ టైర్లు అరిగిపోయాయి మరియు వాటిని మార్చగల దుకాణం ఆమెకు దొరకలేదు."
"Today, I met a vampire who liked to eat beets.","आज, मैं एक ऐसे वैम्पायर से मिला जिसे चुकंदर खाना पसंद था।","Aaj, main ek aise vampire se mila jise chukandar khana pasand tha.","ఈరోజు, నేను బీట్‌రూట్ తినడం ఇష్టపడే ఒక వాంపైర్‌ను కలిశాను."
Alex works for 4 hours every day.,एलेक्स हर दिन 4 घंटे काम करता है।,Alex har din 4 ghante kaam karta hai.,అలెక్స్ ప్రతిరోజూ 4 గంటలు పని చేస్తాడు.
I got a smoothie while I was waiting for my plane to arrive.,"जब मैं अपने विमान के आने का इंतज़ार कर रहा था, तब मैंने एक स्मूदी ली।","Jab main apne vimaan ke aane ka intezaar kar raha tha, tab maine ek smoothie li.",నా విమానం వచ్చే వరకు వేచి ఉన్నప్పుడు నేను స్మూతీ తీసుకున్నాను.
